-6046008.90772	-397123.159287	22.325
-6044900.8088	-396958.657876	17.08
-6043913.27042	-396876.762653	25.47
-6042973.66124	-397082.872239	21.905
-6041916.88102	-397138.877747	23
-6041010.71745	-396947.241948	24.05
-6040097.15692	-397084.873363	21.425
-6038912.2344	-397026.708643	16.99
-6038159.76048	-397012.371788	22.835
-6037112.68655	-396957.677574	26.55
-6034570.76644	-396629.64756	26.92
-6033960.66086	-397057.553234	27.33
-6032824.94359	-397035.730605	19.47
-6032156.92202	-397007.593062	20.985
-6031225.90447	-396961.742679	12.76
-6029813.73868	-397014.252309	16.77
-6029148.34282	-397057.769948	17.56
-6027960.26243	-396933.642402	24.575
-6026642.42108	-396729.818211	27.79
-6025847.74186	-397064.344324	26.295
-6025014.31258	-396982.104745	25.335
-6024088.74888	-397007.259094	19.445
-6023176.47488	-397178.129584	27.38
-6021759.4052	-397000.902369	32.72
-6021155.52462	-396983.7761	30.285
-6020029.93951	-396921.875174	25.175
-6019003.76622	-396894.749991	22.64
-6017928.09336	-396942.516461	22.715
-6016997.6211	-397097.910168	25.27
-6016085.03844	-396972.620309	29.22
-6015462.80281	-396595.77855	33.75
-6013231.6594	-396563.795627	15.05
-6009907.94297	-396879.034332	29.93
-6009217.16143	-396967.122352	25.25
-6007986.94734	-396990.58831	22.25
-6006893.10959	-396921.590996	18.88
-6006093.7566	-397086.961807	19.18
-6005158.37838	-397243.400425	21.07
-6002846.52491	-397161.972076	22.905
-6002209.47812	-397016.404225	15.72
-6000905.9311	-396811.674517	8.68
-6000244.63216	-397028.708297	13.625
-5998920.22287	-397027.860983	25.24
-5998474.02099	-396599.027986	11.9
-5991666.8539	-396804.106854	29.405
-5991030.38303	-397161.089682	21.595
-5989899.69536	-396877.01437	23.655
-5989275.97569	-397041.702946	19.25
-5987917.34274	-396978.554652	16.22
-5986997.80457	-397053.437002	23.22
-5985770.42026	-397014.540996	22.76
-5985245.67878	-397100.241497	21.76
-5983825.74656	-396983.129069	17.405
-5983240.56941	-397057.730007	22.38
-5981939.55859	-396796.977627	17.06
-5981375.22632	-396865.476113	23.02
-6052949.93377	-397941.71328	16.76
-6052047.446	-398038.706593	27.435
-6050987.07147	-397822.975838	22.17
-6050166.11801	-398047.414581	22.16
-6049164.05699	-398315.321808	16.56
-6048211.83787	-397659.399898	13.21
-6045914.16135	-397894.99413	26.29
-6045234.14132	-397906.358476	25.295
-6043902.59748	-398031.055016	23.725
-6042867.74739	-397960.542784	22.55
-6042184.73628	-397975.165133	21.12
-6040970.97656	-397977.903337	25.58
-6039852.00249	-397987.036192	24.92
-6039068.54091	-398000.791538	20.17
-6038018.01313	-398097.540819	22.22
-6037386.61559	-397682.785082	19.76
-6033834.32329	-397995.741638	25.2
-6033182.93558	-397984.179835	20.87
-6032017.70943	-397998.571935	17.66
-6030749.55329	-398284.754239	23.365
-6030014.03344	-397840.137168	19.73
-6028909.02508	-397936.891303	24.76
-6028315.55748	-398065.570613	19.77
-6025939.42262	-397881.292192	31.275
-6024856.4602	-397907.142927	23.78
-6024009.38198	-398039.769696	23.035
-6022963.45477	-397971.470879	18.37
-6022323.26276	-398177.875635	21.08
-6021052.75225	-397941.908785	27.61
-6019785.02747	-398000.882632	21.91
-6018809.1312	-397883.073658	26.275
-6018017.35231	-398122.812432	25.83
-6016947.12292	-397859.065024	21.83
-6016244.44133	-398052.136204	24.845
-6012542.36756	-397849.584644	31.16
-6012226.73281	-398438.768914	14.12
-6009548.22908	-397658.916755	23.825
-6009000.9482	-398052.057124	26.785
-6007802.09712	-398120.494493	19.14
-6007167.38689	-398032.967833	24.2
-6006102.70909	-398120.362303	17.495
-6005375.43566	-398432.059012	17.505
-6002588.07243	-397643.926113	22.53
-6001965.20957	-397846.392957	22.94
-6000963.52167	-397778.316533	10.59
-6000017.4056	-397993.750451	22.4
-5999250.89653	-398047.294311	29.505
-5998025.63112	-397873.890027	21.16
-5990947.51885	-397875.389711	24.72
-5990239.03376	-397974.536844	20.08
-5988916.3251	-398113.082038	11.98
-5987728.3821	-398196.006179	21.12
-5987022.21091	-397976.886352	22.36
-5985784.62496	-397967.764258	24.72
-5985019.74636	-398082.102479	22.245
-5983887.36647	-398052.641141	19.97
-5983080.38467	-398008.07851	15.345
-5981694.58541	-398163.251318	18.31
-5981406.73996	-397625.729191	16.045
-6052859.49083	-398897.034379	24.535
-6052030.04128	-399207.200918	26.48
-6050868.4364	-398927.245426	25.19
-6050430.14868	-399254.068985	17.015
-6048933.7529	-398636.520162	15.59
-6047019.63703	-398604.909483	22.23
-6045665.52547	-399008.719609	13.395
-6044775.56257	-399238.81157	20.06
-6043954.23457	-398943.140158	19.4
-6043100.25497	-398988.435632	25.37
-6041909.56881	-398938.057007	24.79
-6041035.92692	-399074.949672	18.835
-6040024.86849	-398985.096631	20.05
-6038980.80088	-399020.965244	22.14
-6038005.75877	-399010.429506	21.35
-6037236.76999	-399010.423382	23.75
-6035998.10211	-399478.916233	23.96
-6033532.37099	-398558.350884	36.89
-6033045.22587	-398986.668285	23.41
-6031815.65311	-399094.532587	21.92
-6031022.58674	-399159.078934	22.14
-6030180.6484	-398988.797174	14.345
-6028830.81626	-398859.439234	19.16
-6028042.93613	-399114.902265	19.28
-6025594.91315	-398685.156006	26.725
-6025029.8542	-399141.072426	24.53
-6023909.56573	-398923.218113	26.44
-6023070.30706	-398978.776006	23.375
-6022142.97959	-399121.25375	21.28
-6020721.18365	-398935.844076	28.24
-6020074.42304	-399105.791131	24.53
-6018890.62306	-398924.938747	24.91
-6017988.22588	-399032.822968	25.43
-6017166.23307	-398881.441069	28.94
-6015943.35136	-399094.163061	19.66
-6011996.82783	-398867.726468	18.28
-6011474.0416	-398667.361163	21.39
-6008827.77005	-399002.448137	32.12
-6008209.07647	-398956.089587	26.03
-6007053.00115	-398872.981985	24.05
-6005829.53307	-398750.426081	28.28
-6003782.51083	-399124.292956	14.865
-6002948.08275	-399147.262153	16.99
-6001957.65789	-399015.194683	23
-6001066.08963	-399120.687769	23.38
-5999898.25483	-398905.219271	26.02
-5999213.11148	-398799.821363	24.945
-5997961.10313	-399187.351256	18.69
-5997307.87574	-399214.144014	9.1
-5990616.58112	-398760.726903	18.54
-5989965.6107	-399093.046218	21.745
-5988878.34447	-398939.540351	13.03
-5988225.83754	-398971.648068	21.35
-5987052.24144	-398973.065617	22.625
-5985787.11901	-399114.191383	25.68
-5984845.28407	-398885.799338	29.645
-5984212.81588	-399132.879819	26.97
-5982764.61346	-399030.989651	20.94
-5982121.45196	-399100.380779	21.41
-5981392.23449	-398860.268768	16.83
-6052860.75789	-399982.622187	22.995
-6051976.02091	-399983.420258	26.2
-6051183.67466	-399847.680196	24.33
-6050043.39461	-400441.324356	18.47
-6049034.55409	-400450.722649	27.5
-6046708.12038	-399950.136018	9.66
-6046005.52099	-400136.960372	18.425
-6044917.5049	-399931.25969	22.34
-6044102.54695	-399974.326345	24.04
-6043024.33413	-399897.529135	25.41
-6041889.18078	-400008.92879	27.34
-6041037.56319	-400054.624162	22.27
-6040048.48518	-399977.139053	22.67
-6038958.37029	-399989.371237	24.46
-6038249.04094	-399851.407471	25.05
-6036963.41518	-400031.277016	21.32
-6035781.8127	-400230.600735	12.97
-6035003.88244	-400133.711568	19.86
-6034000.82941	-400015.135679	16.09
-6032772.65223	-399977.143092	22.285
-6031950.13771	-400074.003147	20.14
-6031051.10388	-399917.323047	21.27
-6030009.82697	-400213.377001	21.89
-6029285.35839	-399863.819394	25.435
-6027918.96157	-399886.871575	14.62
-6027325.5	-400136.82897	16.04
-6024877.5649	-399972.727258	28.88
-6023944.67321	-399853.856574	25.05
-6023087.20074	-400023.867591	23.335
-6022003.47697	-399977.069967	19.51
-6021242.23871	-400103.652456	20.75
-6019971.93195	-399969.109562	25.77
-6018938.86166	-399996.813816	24.91
-6017910.51355	-399882.106296	25.155
-6017186.89638	-400086.855982	25.795
-6015845.07693	-400027.526308	18.33
-6015247.95584	-399966.5793	16.36
-6011162.73989	-400383.365233	24.38
-6010051.49699	-399533.304337	18.72
-6008539.89183	-399540.180241	27.1
-6008195.06038	-400024.475031	25.04
-6006894.47208	-400350.834481	21.465
-6006216.81446	-399860.350958	23
-6005051.97193	-400201.642525	7.15
-6004438.88032	-400178.287378	11.2
-6002520.92697	-400448.501262	5.57
-6002044.39192	-400015.189414	18.585
-6000820.21971	-399676.563837	20.97
-6000085.86445	-400039.533203	21.945
-5998944.71372	-400098.965202	19.25
-5997659.60449	-399804.266414	21.48
-5997329.95972	-400259.784584	21.91
-5989911.5523	-399916.106484	24.18
-5989203.29219	-399962.475526	23.67
-5987952.3105	-400056.477541	21.69
-5986794.53275	-400005.588288	25.31
-5986089.26919	-400052.786326	18.69
-5984905.83663	-400000.944054	27.08
-5983933.5857	-399903.158119	27.74
-5983177.59587	-400119.680381	28.75
-5982035.2441	-399999.905577	23.135
-5981432.09891	-400217.202776	17.4
-6053061.758	-401136.274643	24.12
-6051944.53721	-400882.007444	25.605
-6051274.65995	-400837.795038	14.85
-6050148.62513	-401280.105689	22.5
-6049349.74269	-401040.08547	20.3
-6047538.53324	-401426.90772	24.455
-6047066.00557	-401023.440899	13.89
-6045849.78972	-400981.133387	22.34
-6045096.52337	-400819.278357	19.92
-6044046.73656	-401065.432598	27.23
-6042902.89591	-400924.816637	28.2
-6042158.6478	-400935.296864	26.485
-6040976.35611	-401052.834958	20.75
-6039930.76505	-401030.429661	21.12
-6039090.12839	-400929.336707	24.77
-6038019.97889	-401023.443417	23.275
-6036813.48375	-400997.101644	22.52
-6036174.19614	-400994.249982	20.015
-6034990.77622	-401036.574951	8.51
-6032024.59468	-400984.119551	21.32
-6030782.36276	-401052.214216	19.98
-6030048.82105	-400945.663535	23.23
-6028996.47296	-401253.276699	19.73
-6027632.22151	-400747.204487	25.93
-6027024.53111	-401123.980159	20.54
-6024561.63534	-400616.450257	30.36
-6023780.73804	-400970.270312	29.105
-6022933.63806	-400987.46091	25.76
-6022149.74881	-401017.295191	22.55
-6020930.79868	-401137.502228	21.8
-6019811.35161	-400896.252966	26.07
-6019058.71621	-401120.217259	27.68
-6017937.66126	-400848.813467	26.425
-6016971.7997	-401079.261252	22.595
-6016206.27533	-400938.014015	22.495
-6014937.34201	-401008.546136	19.81
-6014448.36788	-401438.111902	20.56
-6011004.3034	-400717.967766	24.12
-6010467.3442	-400544.134107	26.11
-6007821.88541	-400885.94421	32.01
-6007218.4274	-400865.188653	30.44
-6006003.29833	-400886.227185	19.005
-6005369.78302	-401232.846554	15.28
-6004093.64805	-401012.058521	16.78
-6002894.94865	-401146.357526	21.08
-6001673.58289	-401357.384714	14.51
-6000906.80689	-401195.429689	23.18
-5999975.61477	-400869.31385	22.585
-5999192.65094	-401099.044238	19.81
-5997980.194	-401166.564531	23.545
-5997100.41465	-400795.061436	17
-5996389.6627	-400927.195648	26.86
-5989595.10567	-400667.95559	19.4
-5988973.23958	-401087.735743	25.96
-5987741.76126	-401168.304837	24.35
-5987170.72051	-400950.171093	23.075
-5986030.43033	-400859.696036	21.12
-5985336.9777	-401138.598398	21.43
-5983644.34254	-400763.402923	20.81
-5983075.96466	-401161.236111	20.365
-5981919.28471	-400812.125096	24.235
-5981425.92473	-401448.531657	31.08
-6052966.69458	-402100.140806	27.83
-6052168.87185	-402018.530865	23.65
-6051314.18557	-402228.559972	16.34
-6049882.53499	-401777.03198	24.01
-6047868.25989	-402044.192122	21.91
-6046936.37728	-401989.296399	21.05
-6046028.19189	-402050.984047	20.59
-6044937.58537	-401877.389862	19.29
-6043987.61485	-402143.48935	24.12
-6042968.26517	-401919.907421	28.06
-6041811.83357	-401913.010287	19.74
-6040884.49495	-402068.984651	25.055
-6040053.48441	-402002.182031	22.51
-6039039.57607	-401917.661023	19.75
-6037955.92222	-402168.984044	21.26
-6037203.06886	-402020.764244	22.61
-6036068.12947	-401984.651107	11.5
-6035399.45316	-402332.793541	21.135
-6034444.16507	-402377.500798	19.89
-6032740.40985	-402066.010998	11.39
-6031926.51903	-401899.489323	20.18
-6031028.60209	-402152.947345	21.2
-6030151.14306	-401829.495878	24.35
-6029354.50039	-402230.508283	23.08
-6026900.67888	-401903.631334	22.95
-6026278.07899	-402099.46824	25.09
-6023800.34385	-402035.811004	28.62
-6023063.03317	-401851.949989	26.985
-6022067.98275	-402033.951395	23.37
-6020911.91748	-402118.186231	19.89
-6020163.29349	-401978.691136	22.53
-6018960.3164	-401916.584849	27.05
-6018230.86586	-401920.324946	25.43
-6016903.03044	-401995.693668	22.81
-6016125.72316	-402029.689137	25.73
-6014795.96498	-401983.560867	20.815
-6014126.38719	-402058.516274	22.13
-6010372.563	-401896.929143	21.895
-6007031.77082	-401965.03294	25.32
-6005802.40304	-402019.129932	20.6
-6005139.97113	-402144.769133	22.03
-6003585.1485	-402328.33702	16.69
-6003075.19253	-402003.91723	22.39
-6001962.37119	-402136.963523	29.335
-6001071.44321	-401999.271996	23.885
-6000206.90257	-402009.059371	22.77
-5998905.0077	-402103.141413	22.32
-5997914.22533	-401823.700331	22.7
-5997318.52793	-401957.903769	24.835
-5995744.79367	-402130.990011	10.295
-5988862.06349	-401980.641753	22.14
-5988054.13875	-401983.163767	25.5
-5987074.11047	-402076.794465	24.115
-5985907.35279	-402037.944755	24.68
-5985112.4388	-401994.073796	20.92
-5983705.64728	-401860.271708	21.6
-5982928.79867	-401993.294217	27.26
-5982231.31017	-402024.358802	25.96
-5981483.05543	-401561.710869	20.88
-6053034.06717	-402930.440473	26.87
-6052113.23832	-402796.458617	21.42
-6051122.37555	-402587.000416	27.685
-6048542.68116	-403306.340906	26.42
-6047954.64219	-402956.739034	19.695
-6046927.40996	-402989.829801	25.84
-6046132.03489	-402904.395504	24.415
-6045109.92743	-403005.095152	23.03
-6043982.17953	-402966.634983	27.98
-6043252.05882	-402860.074571	27.87
-6041820.69354	-403000.893652	18.415
-6041036.85321	-402832.196539	20.83
-6040141.65889	-402913.855707	22.77
-6038882.19301	-403103.025666	20.86
-6038057.34414	-402965.300329	23.59
-6036972.37559	-403027.378182	21.33
-6035781.68632	-403031.520416	17.55
-6035126.66918	-403003.593006	18.19
-6034329.70716	-402591.531527	18.62
-6033083.20122	-403086.533503	18.05
-6031746.49362	-403011.492386	20.455
-6031042.05566	-402876.034508	23.05
-6029806.72981	-403058.787996	20.91
-6029036.47178	-403166.419166	24.57
-6027976.12319	-402997.36429	24.51
-6026613.4819	-402656.35727	17.93
-6025948.20784	-403129.645111	20.945
-6023691.0958	-402966.497349	11.005
-6022968.66111	-403007.550227	26.725
-6021842.143	-403012.441516	24.34
-6021045.30421	-403078.276929	25.02
-6020000.08728	-403074.136559	23.41
-6018801.30504	-402777.003255	28.635
-6018043.79784	-403142.576229	25.305
-6017046.88462	-402725.836481	20.26
-6015853.2561	-402959.922457	23.815
-6015202.23532	-403044.541408	20.08
-6014060.35779	-402941.917093	21.38
-6013426.14587	-403333.610904	15.855
-6012127.10978	-403153.278195	11.29
-6006758.25626	-402871.670462	25.19
-6006196.81687	-403039.223252	14.49
-6004817.25226	-402739.246855	21.95
-6003959.13773	-403081.227204	18.58
-6003092.93551	-403121.95495	20.905
-6002018.20258	-402857.362733	26.455
-6000672.14598	-402798.746899	22.1
-6000092.13711	-403120.73097	24.57
-5998955.33332	-402879.597704	23.94
-5997996.94769	-402882.74644	23.45
-5996838.11456	-402925.005943	21.24
-5995896.11112	-403042.170823	20.86
-5995327.5394	-402908.617841	14.195
-5988584.59444	-403191.855819	22.825
-5987970.18608	-403001.842364	27.03
-5986850.09963	-402964.141409	21.35
-5986212.80608	-402960.277976	24.98
-5985023.71954	-402951.260448	19.44
-5984122.07619	-403011.10305	23.99
-5982810.90042	-402790.573898	26.78
-5982151.9204	-403060.210171	27.125
-5981415.74298	-403380.710816	21.61
-6053049.59717	-403947.790975	23.01
-6051902.87478	-403879.981578	24.25
-6051224.06673	-404188.450426	26.41
-6048843.87879	-404030.935751	24.01
-6048140.94549	-404117.525066	18.91
-6046919.41123	-403995.592225	27.995
-6045880.87891	-403898.828467	24.19
-6045065.10289	-404140.302698	23.595
-6044003.75134	-403879.814561	26.29
-6042819.5143	-404004.885309	18.06
-6042022.244	-404146.212534	19.07
-6041059.13754	-403861.926784	20.68
-6039751.60488	-403999.116303	27.64
-6038943.04779	-404133.463775	23.525
-6037950.31644	-403895.568212	19.96
-6037007.52446	-404153.483878	23.54
-6036198.49137	-404108.083439	23.39
-6035034.66035	-403915.461525	19.34
-6033829.28671	-404174.880958	16.155
-6033127.96589	-403908.26659	16.555
-6032061.69197	-404137.484045	20.24
-6030801.30961	-403805.421454	16.09
-6030077.50771	-404091.744737	22.47
-6028926.58425	-403834.493513	20.915
-6028301.01353	-404131.311125	19.91
-6027380.7945	-404189.416177	16.705
-6025896.31893	-403944.883011	21.34
-6025245.4766	-404031.802259	22.35
-6024386.01915	-404434.081065	9.74
-6022761.19333	-404044.724136	24.815
-6021865.97539	-404050.960027	19.66
-6021109.06202	-403962.387735	24.72
-6020022.10661	-404038.97384	25.47
-6019293.99202	-403946.04339	25.245
-6017898.7209	-403823.043192	20.94
-6017324.69534	-404073.73727	23.955
-6015537.796	-403550.601431	12.92
-6015091.98055	-403994.472491	24.16
-6013806.36435	-404052.428683	21.25
-6013185.20856	-403936.760205	19.32
-6012052.52694	-404241.085833	20.53
-6006283.28869	-403704.173233	24.98
-6004686.95622	-404267.751463	21.035
-6004017.43805	-403970.339885	18.54
-6002928.85387	-404026.253939	23.97
-6002349.36717	-403838.50063	19.47
-5999925.50488	-403871.56977	23.6
-5998780.09787	-403791.926762	24.68
-5997841.61668	-403980.860604	22.96
-5997204.46134	-404121.339807	18.9
-5996183.28923	-404184.700167	22.23
-5995363.07513	-403981.458128	16.76
-5989010.8356	-404100.867245	25.105
-5987799.73497	-404001.280877	27.38
-5987058.1736	-403928.626613	27.01
-5986060.69562	-403905.792743	26.63
-5984793.76173	-404041.859352	26.18
-5983898.67353	-404227.909114	21.47
-5982919.43105	-403932.136794	22.97
-5981809.76367	-403928.597696	25.76
-5981413.73632	-403989.213315	23.885
-6052983.97127	-404981.120343	23.265
-6052137.41911	-404816.955426	16.37
-6051023.37819	-405084.962945	18.69
-6049704.98348	-405426.955654	28.24
-6048886.64197	-404888.852193	20.97
-6047987.5205	-405096.202272	19.21
-6047192.47902	-404973.145965	22.58
-6045970.84259	-404938.493024	21.46
-6044988.18585	-405062.443858	28.17
-6044305.30475	-404901.759605	28.765
-6042899.68644	-404970.957848	15.26
-6041993.34322	-405032.455845	22.06
-6041261.47034	-404900.297006	23.41
-6039964.06422	-404939.986696	19.2
-6038989.85519	-404989.897143	21.38
-6038205.55518	-405075.439392	21.155
-6037025.1055	-405090.32612	22.62
-6036049.47769	-404956.677657	24.92
-6034747.97483	-405069.413739	20.84
-6034123.00089	-405021.535414	17.11
-6032848.93208	-404977.705571	22.11
-6032105.25856	-404930.724324	24.075
-6029952.75066	-404859.975569	22.7
-6029187.27991	-404985.326188	24.39
-6028013.32497	-405107.877264	24.31
-6026729.99882	-405463.93471	16.85
-6026232.19977	-405001.169175	23.84
-6024915.46223	-405035.744132	23.98
-6024018.20489	-405414.625054	21.85
-6022966.97287	-405023.607178	18.13
-6021978.88352	-404928.102909	23.58
-6020876.36267	-404977.341807	24.61
-6020058.96737	-405046.199455	23.69
-6019071.71901	-405016.206383	25.165
-6017654.23063	-404816.727647	22.96
-6017352.03002	-405165.64154	16.63
-6014776.49899	-404986.847841	22.165
-6014097.29503	-405019.054571	22.96
-6013089.95049	-404952.164807	18.8
-6012394.98529	-405303.525322	17.845
-6005549.50014	-405124.041094	12.715
-6004937.0207	-405178.892045	22.29
-6004069.20359	-404888.334296	18.86
-6003082.39252	-405030.86592	19.02
-6001851.13512	-405199.328182	21.54
-6001219.08005	-404825.448145	10.58
-5999624.77777	-404755.684534	21.84
-5999077.26788	-405245.228437	25.735
-5997877.9023	-404998.46075	23.845
-5997046.25553	-404971.254798	22.74
-5996022.06261	-405162.455391	21.33
-5994945.38573	-404813.666596	18.57
-5994406.44072	-405161.7414	23.38
-5989724.9838	-405435.355088	18.47
-5989285.85059	-404775.889672	26.36
-5987817.1771	-405321.68087	28.5
-5987139.86392	-404896.814846	29.18
-5985931.55049	-404977.716227	27.795
-5985093.35839	-405084.774663	26.07
-5983989.84795	-405006.926453	24.87
-5983279.03472	-405021.59056	24.09
-5981896.71637	-404966.358981	23.06
-5981436.11602	-404947.724007	21.5
-6053105.68356	-405623.914283	16.54
-6051879.52962	-405878.600207	20.86
-6051042.73762	-405755.115405	24.935
-6050104.35876	-405963.238571	22.06
-6049006.64874	-406060.003302	20.39
-6048003.54625	-406001.014051	19.345
-6046978.28362	-405907.840311	22.88
-6046071.42412	-406074.895528	28.745
-6045009.31474	-405841.81905	28.77
-6043913.61783	-406043.856556	10.92
-6043100.76949	-406149.634046	14.36
-6041981.94737	-405864.324477	20.38
-6041211.11197	-406309.101576	25.315
-6039782.62046	-406223.811617	25
-6038733.36966	-405927.71117	21.2
-6038097.69967	-406046.015119	25.955
-6037002.94741	-405836.5334	19.96
-6036069.32074	-406120.680009	22.32
-6034934.88735	-406092.328	20.44
-6034162.30084	-405929.240233	14.85
-6033115.98776	-406065.976441	21.32
-6032424.81579	-405643.099961	24.8
-6029651.32305	-405790.487185	26.54
-6029029.69064	-406147.904603	25.91
-6027918.82218	-405925.101295	21.79
-6027194.94495	-405927.431346	22.59
-6025974.06894	-406076.461687	24.03
-6024835.06474	-405986.639046	16.44
-6024185.52339	-405913.350843	24.79
-6022669.69299	-406241.885287	28.115
-6021837.90157	-405840.728454	26
-6021001.00202	-406013.39746	27.12
-6020131.91372	-405927.820271	25.95
-6018988.93748	-405995.715772	23.83
-6018175.59904	-406074.379359	22.85
-6017150.49845	-405595.075313	17.45
-6014628.80758	-406237.529209	17.585
-6014137.40953	-405871.618465	20.6
-6012875.68689	-405865.30834	15.425
-6012064.09611	-406134.938508	20.41
-6007088.58718	-406473.051609	24.4
-6005612.26099	-406224.116364	23.36
-6004970.88666	-405837.80524	25.2
-6004122.55582	-406109.21301	20.705
-6003138.96601	-405944.031559	20.505
-6001333.16697	-405977.778298	18.24
-5998922.10169	-405908.108299	16.48
-5998213.46509	-405949.192322	27.045
-5996967.3935	-406057.212309	21.65
-5995840.87413	-406233.105201	15.525
-5994627.17764	-405844.756848	14.72
-5994386.15747	-405858.602843	21.84
-5993476.07306	-406366.21585	23.115
-5989958.05295	-406089.925733	26.8
-5988791.41109	-406015.383407	18.145
-5987977.73475	-405801.076958	22.1
-5986752.90841	-405972.876145	26.52
-5986103.87639	-406070.86222	26.45
-5985027.71541	-405888.514658	25.88
-5983968.1954	-405992.050202	26.52
-5982870.04386	-406132.198991	22.58
-5982225.01403	-406037.822915	21.46
-5981391.24691	-406425.45242	26.87
-6053061.84692	-407313.241529	18.305
-6051930.48425	-406905.097866	17.98
-6050723.5887	-407206.973252	20.635
-6049940.48102	-407010.629517	19.4
-6049017.65492	-407152.806293	25.65
-6048224.76749	-406960.250132	24.53
-6046947.50148	-406927.194534	23.59
-6046008.55436	-407145.263586	26.165
-6045296.80378	-406916.794504	27.53
-6043893.65792	-406929.782568	23.375
-6043000.71635	-407124.618015	19.22
-6042326.3309	-406830.654803	26.55
-6041070.56711	-406903.015086	27.19
-6039710.91266	-406893.896092	23.2
-6038957.43249	-407089.634409	21.97
-6037934.25968	-406905.000563	23.22
-6036845.55875	-406984.859165	23.44
-6035919.49193	-407192.172795	23.115
-6034970.11864	-406977.393891	16.38
-6033835.5287	-406930.198853	18.965
-6033088.9519	-407074.889232	23.53
-6031962.62321	-407011.012023	21.5
-6031245.04054	-407152.003846	5.97
-6028918.96314	-406890.889913	26.04
-6028207.17637	-406933.379779	23.03
-6026936.70683	-407077.778284	23.64
-6025876.96583	-406942.511344	21.675
-6025228.8002	-406936.009858	25.42
-6024002.2956	-406918.010244	21.55
-6023071.86235	-407152.434303	24.425
-6021919.85578	-406958.338014	30.16
-6021027.61264	-406897.223044	27.29
-6019828.3508	-407016.320792	25.5
-6019158.34603	-406987.239899	24.25
-6018095.57678	-406881.365317	18.65
-6017372.34133	-407304.986038	22.19
-6014916.50394	-406752.95691	20.75
-6013757.12831	-406971.025229	19.755
-6013132.93113	-407066.500503	17.3
-6011998.66735	-406857.756209	16.06
-6011316.85051	-407314.967342	22.43
-6006533.16008	-406616.984813	22.72
-6005971.82903	-407163.411195	25.76
-6004798.61582	-406875.189648	25.68
-6004075.48697	-407009.513613	25.81
-6003008.91173	-406655.207107	19.29
-5998592.11725	-406685.204646	12.96
-5997983.89675	-407094.369074	29.82
-5996845.73673	-406981.409796	25.94
-5996163.9687	-406955.254698	18.915
-5995116.40497	-406862.108301	21.77
-5993925.44281	-407172.366826	18.385
-5993303.81607	-406688.07555	24.48
-5990675.43016	-407214.020735	25.94
-5989996.44283	-406839.871168	22.2
-5989050.23494	-407166.142656	25.095
-5988408.80025	-406880.294328	15.59
-5986022.11211	-406928.247799	25.92
-5984784.11239	-407010.002731	25.455
-5983961.23744	-407251.644587	25.55
-5982961.32806	-406946.917539	23.07
-5981866.21208	-407042.665944	27.15
-5981448.6726	-406585.591861	24.135
-6052906.43284	-407691.07227	27.99
-6050802.12252	-408014.046095	19.79
-6049823.56984	-407983.122976	21.76
-6049063.45742	-407970.648249	21.53
